date,传统高耗能与材料行业,消费与轻工制造,装备制造,先进制造与技术相关行业,其他制造,装备与先进制造合计,结构转型差值T,结构转型比值R
2023-01-01,0.571934368819242,0.19920648091172385,0.10418760232904498,0.09940872876272992,0.02526281914549971,0.20359633109177488,-0.3683380377274671,0.35597848667863646
2023-02-01,0.502519001098494,0.25709107107610335,0.1326144999372953,0.0790807365991488,0.02869469128628026,0.2116952365364441,-0.29082376456204995,0.4212681233419703
2023-03-01,0.5041456925052797,0.25888276741693056,0.13371599226633746,0.07272463610675861,0.030530911694003262,0.20644062837309604,-0.29770506413218367,0.4094860502471397
2023-04-01,0.505334982451805,0.26003066569629657,0.13022077908837118,0.07573731578886665,0.028676256978097916,0.20595809487723782,-0.29937688757456715,0.4075674592682301
2023-05-01,0.4995671931972999,0.2621717388822028,0.13101335533905015,0.07828503079375754,0.028962681798139732,0.2092983861328077,-0.2902688070644922,0.41895942924768287
2023-06-01,0.48728271675039314,0.2652587994867495,0.1357385525206184,0.08158503908961508,0.030134892162698247,0.21732359161023349,-0.26995912514015963,0.44599076499065704
2023-07-01,0.4789045419912115,0.2671586264538614,0.13993355633853524,0.08315927249691257,0.030844002710858083,0.22309282883544782,-0.2558117131557637,0.4658398684377937
2023-08-01,0.4808667854003699,0.2668407732819789,0.13926518325286555,0.08239030790943963,0.0306369043296166,0.22165549116230515,-0.25921129423806477,0.46094988860117403
2023-09-01,0.48782582965710564,0.2657529840880952,0.13509312893378925,0.08152525632990396,0.029802784330338564,0.2166183852636932,-0.27120744439341243,0.44404861754851105
2023-10-01,0.5047692307533539,0.2573862048934754,0.13273829023421638,0.0766534919352175,0.028452782202458997,0.20939178216943388,-0.29537744858392,0.41482675530147217
2023-11-01,0.5143024250917718,0.24865467479003908,0.13518895329817046,0.07475834257269375,0.027095604248011367,0.20994729587086422,-0.30435512922090757,0.40821758877260084
2023-12-01,0.5168076731716104,0.24836024819891742,0.1329803671471291,0.07477793650471025,0.027073774969783217,0.20775830365183934,-0.309049369519771,0.4020031327647325
2024-01-01,0.5093095405809319,0.25158346397000786,0.13268065330850615,0.07877194762553585,0.027654394534452082,0.21145260093404203,-0.29785693964688986,0.41517502439254056
2024-02-01,0.5723305136333203,0.2001208300295958,0.10784954594567388,0.10042245833104921,0.01927665206713508,0.20827200427672307,-0.3640585093565972,0.36390162557392214
2024-03-01,0.49602853824969273,0.25802804031068277,0.13980556839415254,0.07783698791805722,0.028300865140124858,0.21764255631220977,-0.278385981937483,0.43877023100362833
2024-04-01,0.4956548212018549,0.2572812410693444,0.1389472047101886,0.07982248491861463,0.028294248100055142,0.21876968962880322,-0.27688513157305167,0.44137508659420366
2024-05-01,0.504381337742011,0.2522103053026482,0.13636356957318005,0.07940323403510385,0.027641553357426737,0.2157668036082839,-0.28861453413372706,0.4277850655105874
2024-06-01,0.49278783656918096,0.2570712222470106,0.13818941799251236,0.08328067820205573,0.028670844990648314,0.22147009619456812,-0.27131774037461287,0.4494228139567252
2024-07-01,0.46697345702094756,0.2694303409681268,0.14522028639786524,0.08737061833583058,0.03100529726449591,0.2325909047336958,-0.23438255228725174,0.49808163876702355
2024-08-01,0.4714934742290334,0.2676952804785105,0.14415721786533328,0.08629491455043778,0.030359112862422995,0.23045213241577106,-0.24104134181326237,0.4887705663214042
2024-09-01,0.46785227567892296,0.26878480431749807,0.14602289141910865,0.08713327916488556,0.030206749431769427,0.2331561705839942,-0.23469610509492875,0.4983542513406611
2024-10-01,0.48722527791346026,0.2582929790832625,0.1425299084387932,0.08350326125422655,0.028448573315277923,0.22603316969301976,-0.2611921082204405,0.46391921753527576
2024-11-01,0.4991975147949099,0.24711307998791923,0.14382369502717687,0.08140876729636072,0.028456942892899875,0.2252324623235376,-0.2739650524713723,0.45118906975342615
2024-12-01,0.5056754552861186,0.24445606088952035,0.14207195196206793,0.07883642852567137,0.02896010335051702,0.22090838048773928,-0.28476707479837926,0.43685802460541834
2025-01-01,0.5315143862210411,0.22249907638085611,0.13179729032759877,0.08882393955036798,0.025365307498128202,0.22062122987796673,-0.31089315634307435,0.41508044861502
2025-02-01,0.5191516108137275,0.22769327586188237,0.13716893588253243,0.0914627166906739,0.02452346075399408,0.22863165257320633,-0.2905199582405212,0.440394766790466
2025-03-01,0.508811480937926,0.24070277507936516,0.14286396355691286,0.07907312056861991,0.028548659853366253,0.22193708412553279,-0.28687439681239324,0.43618725685281584
2025-04-01,0.5091503602193341,0.2403492895318206,0.1418890560693055,0.08041532950649469,0.028195964664241978,0.22230438557580018,-0.28684597464353395,0.43661834095538077
2025-05-01,0.504096584964384,0.23930917184124975,0.14147195524594716,0.0831576945674343,0.031964593391505675,0.22462964981338146,-0.27946693515100257,0.44560835465539256
2025-06-01,0.4736112185080363,0.25376563385700307,0.15022800335672448,0.0880180346671405,0.034377109626206076,0.238246038023865,-0.2353651804841713,0.5030413738390414
2025-07-01,0.4674250379894873,0.2534640413112637,0.15351201893233707,0.08972845369682948,0.03587044805303521,0.24324047262916657,-0.22418456536032075,0.5203839179762493
2025-08-01,0.47905224636348603,0.25009971624048033,0.14973595280408017,0.08709297191269647,0.03401911268603203,0.23682892471677663,-0.2422233216467094,0.49436971961734655
2025-09-01,0.48046000510028436,0.2515138217077211,0.15063297766178696,0.08754988302604101,0.029843312501836982,0.23818286068782793,-0.24227714441245643,0.49573920442787545
2025-10-01,0.49391692517215935,0.24565588207434583,0.14600521630057878,0.08580647060325713,0.028615505853155403,0.23181168690383594,-0.26210523826832344,0.46933335362629214
2025-11-01,0.5078327287097502,0.2346996785463599,0.14735041701634993,0.08266292069939858,0.027454255020018484,0.2300133377157485,-0.27781939099400166,0.4529312994460657
2025-12-01,0.5015432796387175,0.23655589904209295,0.15009805381083058,0.08284450037444432,0.028958267125324507,0.2329425541852749,-0.2686007254534426,0.4644515511265012
