cause,effect,lag_weeks,f_stat,p_value,n,q_value_fdr,pass_fdr_05
非金属矿物制品业,交通仓储和邮政业,2,0.656537855397014,0.520127709109471,155,0.6217151522949146,False
批发和零售业,农业,1,0.4022074417096112,0.5268985120402603,156,0.6263247611647845,False
纺织业,信息传输,1,0.3945202405388202,0.5308693262394732,156,0.6263247611647845,False
电子,居民生活,2,0.6345789277260756,0.5315758550598151,155,0.6263247611647845,False
黑色金属冶炼,农业,1,0.3920221126467877,0.5321713656955686,156,0.6263247611647845,False
非普工业,农业,1,0.36441317487609515,0.5469593756778189,156,0.6412627163119256,False
信息传输,石化,2,0.599106194191672,0.5506113864919338,155,0.6416673529923114,False
工业,信息传输,2,0.5974836680750061,0.5514984112319539,155,0.6416673529923114,False
黑色金属冶炼,住宿和餐饮业,2,0.5935571773823908,0.5536509958112736,155,0.6417318360539763,False
纺织业,住宿和餐饮业,1,0.3440766028189845,0.5583499883517387,156,0.6447362129646491,False
大工业电量,信息传输,2,0.542536087650938,0.5824084943166403,155,0.6699887190259096,False
合计,农业,1,0.29955739119959723,0.5849574999436475,156,0.6704007302724949,False
制造业,信息传输,1,0.2911204984728376,0.5902877455985556,156,0.6722739053765271,False
信息传输,商业用电,4,0.7031948132188668,0.5909858841381889,153,0.6722739053765271,False
批发和零售业,信息传输,1,0.2865035687590046,0.5932470195106698,156,0.6723466221120924,False
交通仓储和邮政业,信息传输,1,0.2624841688726818,0.6091574025135222,156,0.6873944293809391,False
电子,合计,1,0.25976317670465315,0.6110172705608348,156,0.6873944293809391,False
电子,农业,1,0.2441199762177107,0.6219547622179378,156,0.6959898905401313,False
居民生活,商业用电,1,0.2423681038238215,0.6232066340130588,156,0.6959898905401313,False
居民生活,化学制品制造业,3,0.5789905771382337,0.6297015446915024,154,0.7006860824567264,False
石化,农业,1,0.22728051386513076,0.6342278451310341,156,0.7031656543844074,False
化学制品制造业,农业,1,0.2131536470995276,0.6449625066602298,156,0.7124856571770048,False
交通仓储和邮政业,商业用电,4,0.6185294196123532,0.650005604014238,153,0.7154737943466073,False
电子,信息传输,2,0.4207062537565966,0.657355251146412,155,0.7209702754509034,False
商业用电,信息传输,2,0.39732573707751295,0.6728203071120881,155,0.730122174406624,False
非金属矿物制品业,信息传输,2,0.3955914093033646,0.6739820640219158,155,0.730122174406624,False
居民生活,农业,1,0.17635532595292525,0.6751134411559465,156,0.730122174406624,False
居民生活,信息传输,2,0.39371138967227715,0.6752437103172372,155,0.730122174406624,False
非金属矿物制品业,住宿和餐饮业,2,0.3611228315634911,0.6974975943323807,155,0.7515290981186918,False
居民生活,交通仓储和邮政业,1,0.13558862082392112,0.7132154690848613,156,0.7657681878595354,False
农业,居民生活,3,0.4479817020972095,0.7190966257227354,154,0.7690742211942063,False
居民生活,石化,3,0.44482675434774427,0.7213212466756118,154,0.7690742211942063,False
纺织业,居民生活,2,0.3148690414206274,0.7303656824388625,155,0.7760135375912913,False
化学制品制造业,商业用电,4,0.4570304210859591,0.7671408137607741,153,0.812266743981996,False
住宿和餐饮业,批发和零售业,2,0.2446225362918728,0.7833117868343153,155,0.8265289888665535,False
住宿和餐饮业,信息传输,1,0.06603951656212804,0.7975382778959696,156,0.838210480551575,False
合计,居民生活,2,0.2236501407375956,0.7998609814413723,155,0.838210480551575,False
制造业,居民生活,2,0.213901105605672,0.8076740867849928,155,0.8435094558232348,False
非普工业,居民生活,1,0.05623941041848016,0.8128588276604304,156,0.8460367389935092,False
大工业电量,居民生活,2,0.20180330162906795,0.8174771803775707,155,0.847959380323853,False
居民生活,批发和零售业,1,0.04706894937760385,0.8285333813028605,156,0.8552920208511176,False
石化,商业用电,1,0.04617929761869456,0.8301363731790259,156,0.8552920208511176,False
工业,居民生活,2,0.17518119062779144,0.8394763965110864,155,0.8620126756120552,False
非金属矿物制品业,居民生活,1,0.03741346316966324,0.8468822117845274,156,0.8667088856390147,False
非金属矿物制品业,农业,1,0.0350533048443907,0.8517320549487571,156,0.8687666960477323,False
住宿和餐饮业,商业用电,1,0.03132745383162534,0.8597459084871765,156,0.8740274019836413,False
化学制品制造业,批发和零售业,1,0.02965554058814453,0.8635017106688537,156,0.8749388194194345,False
化学制品制造业,信息传输,1,0.007882124241399925,0.9293718014080581,156,0.9362459116120944,False
石化,批发和零售业,1,0.007380259246251082,0.9316515255776784,156,0.9362459116120944,False
交通仓储和邮政业,农业,2,0.06918232462658253,0.9331862844499634,155,0.9362459116120944,False
石化,信息传输,2,0.05905909101486421,0.9426729736875132,155,0.9426729736875132,False
